,,,,Projected,Projected,Previous,Previous,2018,,2017,,2016,,2015,
,738,Juwan Thompson,RB,1.8499999999999999,-85.21000000000001,3.6999999999999997,-49.7,0,-150.9,,,9,-128,10,-113
,739,Kapri Bibbs,RB,14.700000000000001,-117.01000000000002,24,-93.3,0,-150.9,27,-100,26,-111,null,
,740,Branden Oliver,RB,5.5,-111.81000000000002,8.8,-79.69999999999999,0,-150.9,11,-116,,,22,-101
,741,Antonio Andrews,RB,4.85,-82.21000000000001,9.7,-43.7,0,-150.9,,,2,-135,91,-32
,742,Brenton Bersin,WR,6,-119.53000000000002,9.4,-115.69999999999999,0,-127.7,13,-106,2,-130,10,-131
,743,Travis Coons,K,0,-50.92,0,0,0,-127.3,,,,,,
,744,Corey Brown,WR,8.45,-69.48000000000002,16.9,-36.8,0,-127.7,,,32,-100,73,-68
,745,Kasey Redfern,K,0,-50.92,0,0,0,-127.3,,,,,,
,746,Patrick Murray,K,0,-50.92,0,0,0,-127.3,,,,,,
,747,Frankie Hammond,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,748,Austin Johnson,RB,0.5,-66.01,1,-11.3,0,-150.9,,,,,10,-113
,749,Isaiah Burse,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,750,Jeremy Butler,WR,1.95,-75.98,3.9,-49.8,0,-127.7,,,1,-131,36,-105
,751,Orleans Darkwa,RB,52.400000000000006,-85.46000000000001,81,-48.599999999999994,0,-150.9,119,-8,24,-113,24,-99
,752,Senorise Perry,RB,1.2000000000000002,-109.96000000000001,1.7999999999999998,-74.39999999999999,0,-150.9,3,-124,,,,
,753,Walter Powell,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,754,Asante Cleveland,TE,0,-33.04,0,0,0,-82.6,,,,,,
,755,Rashad Ross,WR,1.35,-76.58,2.7,-51,0,-127.7,,,1,-131,24,-117
,756,Freddie Martino,WR,7,-111.48,12,-99,0,-127.7,10,-109,20,-112,,
,757,Justin Perillo,TE,1.4,-48.88999999999999,2.8,-31.7,0,-82.6,,,4,-82,16,-71
,758,Bryce Petty,QB,15.600000000000001,-235.76000000000002,25.799999999999997,-207.59999999999997,0,-272.9,27,-228,32,-236,,
,759,Jason Myers,K,0,-50.92,0,0,0,-127.3,,,,,,
,760,MyCole Pruitt,TE,0,-33.04,0,0,0,-82.6,,,,,,
,761,Randall Telfer,TE,1.6,-64.24000000000001,2.4,-46.8,0,-82.6,4,-78,null,,,
,762,Gerald Christian,TE,0.15,-45.79,0.3,-25.5,0,-82.6,,,1,-85,,
,763,Geremy Davis,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,764,Neal Sterling,TE,0,-33.04,0,0,0,-82.6,,,,,,
,765,Marcus Murphy,RB,2.7,-114.61000000000001,4,-84.5,0,-150.9,7,-120,null,,-2,-125
,766,Kenny Bell,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,767,Blake Bell,TE,3.9000000000000004,-79.19000000000001,7,-76.69999999999999,0,-82.6,4,-78,9,-77,19,-68
,768,Dres Anderson,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,769,Jeremy Langford,RB,14.5,-72.56,29,-24.4,0,-150.9,,,54,-83,128,5
,770,Keith Mumphery,WR,1.7000000000000002,-76.23000000000002,3.4000000000000004,-50.3,0,-127.7,,,7,-125,13,-128
,771,Jalston Fowler,RB,3.7,-134.16000000000003,6.199999999999999,-123.39999999999999,0,-150.9,6,-121,2,-135,20,-103
,772,DeAndrew White,WR,0.9,-104.83000000000001,1.4,-84.10000000000001,0,-127.7,2,-117,,,2,-139
,773,Malcolm Johnson,RB,0.5499999999999999,-86.51,1.0999999999999999,-52.3,0,-150.9,,,3,-134,2,-121
,774,Tre McBride,WR,6.000000000000001,-99.73000000000002,9.200000000000001,-76.3,0,-127.7,14,-105,null,,8,-133
,775,Dezmin Lewis,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,776,Quan Bray,WR,2.2,-116.28000000000002,3.5999999999999996,-107.4,0,-127.7,4,-115,4,-128,,
,777,Sammie Coates,WR,11.4,-114.13000000000001,21.4,-103.7,0,-127.7,7,-112,57,-75,1,-140
,778,Garrett Grayson,QB,0,-109.16,0,0,0,-272.9,,,,,,
,779,Devin Smith,WR,1.1,-76.83000000000001,2.2,-51.5,0,-127.7,,,2,-130,16,-125
,780,Rashad Greene,WR,1.3,-76.63000000000001,2.6,-51.099999999999994,0,-127.7,,,1,-131,23,-118
,781,Karlos Williams,RB,5.65,-60.86000000000001,11.3,-1,0,-150.9,,,,,113,-10
,782,Darren Waller,TE,3.25,-47.04,6.5,-28,0,-82.6,,,21,-65,2,-85
,783,Kenny Hilliard,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,784,Kennard Backman,TE,0,-33.04,0,0,0,-82.6,,,,,,
,785,Maxx Williams,TE,0,-33.04,0,0,0,-82.6,,,,,,
,786,Dorial Green-Beckham,WR,11.7,-66.23,23.4,-30.3,0,-127.7,,,51,-81,81,-60
,787,Breshad Perriman,WR,13.399999999999999,-105.08000000000001,25.2,-85.8,0,-127.7,8,-111,68,-64,,
,788,Matt Jones,RB,15.2,-122.66000000000003,30.2,-99.39999999999999,0,-150.9,1,-126,67,-70,95,-28
,789,Mike Davis,RB,17.1,-120.76000000000002,26.799999999999997,-102.8,0,-150.9,37,-90,12,-125,10,-113
,790,Jaelen Strong,WR,7.65,-117.88,13.3,-111.8,0,-127.7,10,-109,13,-119,34,-107
,791,Vince Mayle,TE,0,-33.04,0,0,0,-82.6,,,,,,
,792,Mario Alford,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,793,DeAndre Smelter,WR,0.3,-70.58000000000001,0.6,-39,0,-127.7,,,2,-130,,
,794,Chris Matthews,WR,2.25,-103.48000000000002,3.9,-81.6,0,-127.7,3,-116,,,21,-120
,795,John Crockett,RB,0.1,-66.41000000000001,0.2,-12.100000000000001,0,-150.9,,,,,2,-121
,796,Terrence Magee,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,797,Seantavius Jones,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,798,Zach Zenner,RB,15.2,-122.66,28.599999999999998,-101,0,-150.9,9,-118,75,-62,7,-116
,799,Terron Ward,RB,8.350000000000001,-129.51000000000002,14.3,-115.3,0,-150.9,12,-115,16,-121,23,-100
,800,Andrew Franks,K,0,-50.92,0,0,0,-127.3,,,,,,
,801,Bennie Fowler,WR,26.350000000000005,-99.18,42.1,-83,0,-127.7,53,-66,27,-105,22,-119
,802,E.J. Bibbs,TE,0.05,-37.339999999999996,0.1,-8.6,0,-82.6,,,,,1,-86
,803,Khari Lee,TE,0,-33.04,0,0,0,-82.6,,,,,,
,804,Matt Hazel,WR,0,-51.080000000000005,0,0,0,-127.7,null,,,,null,
,805,Seth Roberts,WR,34.300000000000004,-91.23,59,-66.1,0,-127.7,48,-71,74,-58,80,-61
,806,Chris Harper,WR,1.9,-76.03,3.8,-49.9,0,-127.7,,,13,-119,-1,-142
,807,Raheem Mostert,RB,0.55,-131.16000000000003,0.8999999999999999,-116.39999999999999,0,-150.9,1,-126,1,-136,,
,808,Bradley Marquez,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,809,Will Tye,TE,11.6,-71.49000000000001,22.4,-61.3,0,-82.6,4,-78,46,-40,62,-25
,810,Donteea Dye,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,811,Trey Williams,RB,0.05,-66.46000000000001,0.1,-12.200000000000001,0,-150.9,,,,,1,-122
,812,Akeem Hunt,RB,4.8,-133.06,8.6,-121,0,-150.9,5,-122,14,-123,14,-109
,813,Daniel Brown,TE,0,-33.04,0,0,0,-82.6,,,,,,
,814,Hunter Henry,TE,47.2,-31.54,78,3,0,-82.6,82,0,96,10,,
,815,Christian Hackenberg,QB,0,-109.16,0,0,0,-272.9,,,,,,
,816,Roberto Aguayo,K,0,-50.92,0,0,0,-127.3,,,,,,
,817,Leonte Carroo,WR,4.15,-114.33000000000001,6.9,-104.1,0,-127.7,7,-112,9,-123,,
,818,Connor Cook,QB,1.2,-148.16,2.4,-78,0,-272.9,,,8,-260,,
,819,Malcolm Mitchell,WR,9.6,-61.28,19.2,-20.4,0,-127.7,,,64,-68,,
,820,Ricardo Louis,WR,17.85,-100.63,28.499999999999996,-82.5,0,-127.7,36,-83,23,-109,,
,821,Cardale Jones,QB,0.3,-149.06,0.6,-79.8,0,-272.9,,,2,-266,,
,822,Paul Perkins,RB,14.899999999999999,-116.81,27,-90.3,0,-150.9,14,-113,62,-75,,
,823,Jordan Payton,WR,0,-51.080000000000005,0,0,0,-127.7,,,null,,,
,824,Jonathan Williams,RB,1.65,-79.26,3.3,-37.8,0,-150.9,,,11,-126,,
,825,Kevin Hogan,QB,16.150000000000002,-235.21,25.5,-207.89999999999998,0,-272.9,34,-221,17,-251,,
,826,Rashard Higgins,WR,18,-100.48,27.599999999999998,-83.39999999999999,0,-127.7,42,-77,8,-124,,
,827,Moritz Bohringer,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,828,Keenan Reynolds,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,829,Nate Sudfeld,QB,3.2,-207.96,4.8,-148.2,0,-272.9,8,-247,,,,
,830,Jake Rudock,QB,0.4,-210.76,0.6,-152.4,0,-272.9,1,-254,,,,
,831,Kolby Listenbee,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,832,Cody Core,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,833,Brandon Allen,QB,0,-109.16,0,0,0,-272.9,,,,,,
,834,Jeff Driskel,QB,0,-109.16,0,0,0,-272.9,,,,,,
,835,Kelvin Taylor,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,836,Aaron Burbridge,WR,1.05,-69.83000000000001,2.1,-37.5,0,-127.7,,,7,-125,,
,837,Darius Jackson,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,838,Brandon Doughty,QB,0,-109.16,0,0,0,-272.9,,,,,,
,839,Devin Lucien,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,840,Demarcus Ayers,WR,1.5,-69.38000000000001,3,-36.6,0,-127.7,,,10,-122,,
,841,Daniel Braverman,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,842,Thomas Duarte,TE,0,-33.04,0,0,0,-82.6,,,,,,
,843,Dwayne Washington,RB,8.25,-123.46000000000002,15.299999999999999,-102,0,-150.9,6,-121,39,-98,,
,844,Daniel Lasco,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,845,Devin Lewis Fuller,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,846,Charone Peake,WR,2.85,-68.03,5.7,-33.9,0,-127.7,null,,19,-113,,
,847,Keith Marshall,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,848,Kenny Lawler,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,849,Zac Brooks,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,850,Beau Sandland,TE,0,-33.04,0,0,0,-82.6,,,,,,
,851,Trevone Boykin,QB,1.2,-148.16,2.4,-78,0,-272.9,,,8,-260,,
,852,Ben Braunecker,TE,0,-33.04,0,0,0,-82.6,,,,,,
,853,Cole Wick,TE,0.3,-45.64,0.6,-25.2,0,-82.6,,,2,-84,,
,854,Taylor Heinicke,QB,0.4,-210.76,0.6,-152.4,0,-272.9,1,-254,,,,
,855,Terrell Watson,RB,1.75,-129.96,3.3,-114,0,-150.9,1,-126,9,-128,,
,856,Matt LaCosse,TE,0,-33.04,0,0,0,-82.6,,,,,,
,857,Brandon Wilds,RB,0.75,-80.16000000000001,1.5,-39.6,0,-150.9,,,5,-132,,
,858,Jhurell Pressley,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,859,Max McCaffrey,WR,0,-51.080000000000005,0,0,0,-127.7,null,,,,,
,860,Kasen Williams,WR,3.25,-102.48000000000002,4.8999999999999995,-80.6,0,-127.7,8,-111,null,,1,-140
,861,Jake Kumerow,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,862,George Atkinson,RB,1.3499999999999999,-79.56,2.6999999999999997,-38.4,0,-150.9,,,9,-128,,
,863,D.J. Foster,RB,6.45,-125.26,9.9,-107.4,0,-150.9,15,-112,3,-134,,
,864,Bryce Williams,TE,0,-33.04,0,0,0,-82.6,,,,,,
,865,Marquez North,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,866,Xavier Rush,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,867,Dom Williams,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,868,Bernard Reedy,WR,1.6,-97.08000000000001,2.4,-69,0,-127.7,4,-115,,,,
,869,Paul McRoberts,WR,0.15,-70.73,0.3,-39.3,0,-127.7,,,1,-131,,
,870,Wendall Williams,WR,1.2,-69.68,2.4,-37.199999999999996,0,-127.7,,,8,-124,,
,871,Anthony Dable,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,872,Darius Jennings,WR,0.6000000000000001,-57.53000000000001,1.2000000000000002,-12.9,0,-127.7,,,,,12,-129
,873,Devon Cajuste,TE,0,-33.04,0,0,0,-82.6,,,,,,
,874,Mitch Mathews,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,875,Stephen Morris,QB,0,-109.16,0,0,0,-272.9,,,,,,
,876,Devon Johnson,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,877,Keyarris Garrett,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,878,Jalin Marshall,WR,3.5999999999999996,-67.28,7.199999999999999,-32.4,0,-127.7,,,24,-108,,
,879,Tanner McEvoy,WR,7,-111.48,12.600000000000001,-98.4,0,-127.7,7,-112,28,-104,,
,880,Brian Parker,TE,0.05,-37.339999999999996,0.1,-8.6,0,-82.6,,,,,1,-86
,881,Bryce Treggs,WR,4.15,-114.33000000000001,6.9,-104.1,0,-127.7,7,-112,9,-123,,
,882,Glenn Gronkowski,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,883,Joe Callahan,QB,0,-109.16,0,0,0,-272.9,null,,,,,
,884,Johnny Holton,WR,15.3,-103.18,23.4,-87.6,0,-127.7,36,-83,6,-126,,
,885,Julian Howsare,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,886,Kenneth Farrow,RB,3.5999999999999996,-77.31,7.199999999999999,-33.9,0,-150.9,,,24,-113,,
,887,Nelson Spruce,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,888,Josh Perkins,TE,0,-33.04,0,0,0,-82.6,,,,,,
,889,Paul Lasike,RB,0.15,-80.76,0.3,-40.8,0,-150.9,,,1,-136,,
,890,Ross Travis,TE,3.5,-75.24,5.3999999999999995,-69.6,0,-82.6,8,-74,2,-84,,
,891,Scott Simonson,TE,0.05,-37.339999999999996,0.1,-8.6,0,-82.6,,,,,1,-86
,892,Don Jackson,RB,0.44999999999999996,-80.46000000000001,0.8999999999999999,-40.199999999999996,0,-150.9,,,3,-134,,
,893,Paul Turner,WR,1.95,-68.93,3.9,-35.699999999999996,0,-127.7,,,13,-119,,
,894,George Farmer,RB,0.15,-80.76,0.3,-40.8,0,-150.9,,,1,-136,,
,895,D.J. Tialavea,TE,0.8999999999999999,-45.04,1.7999999999999998,-24,0,-82.6,,,6,-80,,
,896,Matt Lengel,TE,1.2,-44.739999999999995,2.4,-23.4,0,-82.6,,,8,-78,,
,897,Alex Ellis,TE,0.15,-45.79,0.3,-25.5,0,-82.6,,,1,-85,,
,898,Donnel Pumphrey,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,899,Elijah Hood,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,900,Brad Kaaya,QB,0,-109.16,0,0,0,-272.9,,,,,,
,901,Chad Kelly,QB,0,-109.16,0,0,0,-272.9,,,,,,
,902,Marquez Williams,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,903,Malachi Dupre,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,904,Rodney Adams,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,905,Joshua Dobbs,QB,0,-109.16,0,0,0,-272.9,,,,,,
,906,Nathan Peterman,QB,4,-207.16,6,-147,0,-272.9,10,-245,,,,
,907,Mason Schreck,TE,0,-33.04,0,0,0,-82.6,,,,,,
,908,Alex Armah,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,909,David Moore,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,910,Robert Davis,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,911,Shelton Gibson,WR,0.4,-98.28,0.6,-70.8,0,-127.7,1,-118,,,,
,912,DeShone Kizer,QB,70.4,-140.76,105.6,-47.4,0,-272.9,176,-79,,,,
,913,Bucky Hodges,TE,0,-33.04,0,0,0,-82.6,,,,,,
,914,Sam Rogers,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,915,Isaiah Ford,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,916,Khalfani Muhammad,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,917,Jeremy McNichols,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,918,DeAngelo Yancey,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,919,Brian Hill,RB,2.8000000000000003,-108.36000000000001,4.2,-72,0,-150.9,7,-120,,,,
,920,Freddie Stevenson,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,921,Jace Billingsley,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,922,Ishmael Zamora,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,923,Austin Carr,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,924,Darius Powe,WR,0.4,-98.28,0.6,-70.8,0,-127.7,1,-118,,,,
,925,Hakeem Valles,TE,0,-33.04,0,0,0,-82.6,,,,,,
,926,Rashawn Scott,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,927,Rannell Hall,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,928,Algernon Brown,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,929,Jahad Thomas,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,930,Younghoe Koo,K,0,-50.92,0,0,0,-127.3,,,,,,
,931,Tanner Gentry,WR,1.6,-97.08000000000001,2.4,-69,0,-127.7,4,-115,,,,
,932,Cooper Rush,QB,0.4,-210.76,0.6,-152.4,0,-272.9,1,-254,,,,
,933,Damore'ea Stringfellow,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,934,Justin Davis,RB,0,-60.36000000000001,0,0,0,-150.9,null,,,,,
,935,Taquan Mizzell,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,936,Taysom Hill,QB,0,-109.16,0,0,0,-272.9,,,,,,
,937,Trey Edmunds,RB,4.4,-106.76000000000002,6.6,-69.6,0,-150.9,11,-116,,,,
,938,Cethan Carter,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,939,Evan Baylis,TE,0,-33.04,0,0,0,-82.6,,,,,,
,940,Shane Smith,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,941,Jordan Leslie,WR,1.2000000000000002,-97.48000000000002,1.7999999999999998,-69.6,0,-127.7,3,-116,,,,
,942,Krishawn Hogan,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,943,Chris Thompson,WR,3.2,-95.48000000000002,4.8,-66.6,0,-127.7,8,-111,,,,
,944,Henry Krieger-Coble,TE,0.15,-45.79,0.3,-25.5,0,-82.6,,,1,-85,,
,945,Nick Rose,K,0,-50.92,0,0,0,-127.3,,,,,,
,946,Ed Eagan,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,947,Carlton Agudosi,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,948,Austin Traylor,TE,4,-61.84,6,-43.199999999999996,0,-82.6,10,-72,,,,
,949,Isaac Whitney,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,950,Tion Green,RB,12,-99.16000000000001,18,-58.199999999999996,0,-150.9,30,-97,,,,
,951,Michael Clark,WR,1.6,-97.08000000000001,2.4,-69,0,-127.7,4,-115,,,,
,952,LeShun Daniels,RB,0.4,-110.76000000000002,0.6,-75.6,0,-150.9,1,-126,,,,
,953,Sam Ficken,K,0,-50.92,0,0,0,-127.3,,,,,,
,954,JoJo Natson,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,955,Kyle Lauletta,QB,0,-109.16,0,0,0,-272.9,,,,,,
,956,Russell Gage,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,957,Luke Falk,QB,0,-109.16,0,0,0,-272.9,,,,,,
,958,Tanner Lee,QB,0,-109.16,0,0,0,-272.9,,,,,,
,959,Danny Etling,QB,0,-109.16,0,0,0,-272.9,,,,,,
,960,Alex McGough,QB,0,-109.16,0,0,0,-272.9,,,,,,
,961,Javon Wims,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,962,David Williams,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,963,Nick Bawden,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,964,Richie James,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,965,Logan Woodside,QB,0,-109.16,0,0,0,-272.9,,,,,,
,966,Auden Tate,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,967,Austin Proehl,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,968,Byron Pringle,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,969,Allen Lazard,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,970,Alex McGoughJavon WimsDavid WilliamsNick BawdenRichie JamesLogan WoodsideAuden TateAustin ProehlByron PringleAllen Lazard,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,971,Alex McGoughJavon WimsDavid WilliamsNick BawdenRichie JamesLogan WoodsideAuden TateAustin ProehlByron PringleAllen Lazard,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,972,Alex McGoughJavon WimsDavid WilliamsNick BawdenRichie JamesLogan WoodsideAuden TateAustin ProehlByron PringleAllen Lazard,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
