Taken,Rank,Name,Position,ProjectPointsAverage,ProjectedVBDAverage,PointsAverage,VBDAverage,BestPointsYear,BestVBDYear,Points_2016,VBD_2016,Team_2016,Points_2015,VBD_2015,Team_2015,Points_2014,VBD_2014,Team_2014,Points_2013,VBD_2013,Team_2013 
,476,Denarius Moore,WR,9.600,0.000,13.000,0.000,2013 OAK,2014 OAK,,,,,,,10,,OAK,100,,OAK
,550,David Nelson,WR,5.760,0.000,8.100,0.000,2013 NYJ,2014 NYJ,,,,,,,9,,NYJ,54,,NYJ
,615,Frank Summers,RB,3.440,0.000,5.200,0.000,2013 BUF,2014 BUF,,,,,,,9,,BUF,25,,BUF
,641,A.J. Jenkins,WR,2.560,0.000,4.100,0.000,2013 KAN,2014 KAN,,,,,,,9,,KAN,14,,KAN
,662,Cyrus Gray,RB,2.000,0.000,3.400,0.000,2014 KAN,2014 KAN,,,,,,,9,,KAN,7,,KAN
,665,Zach Sudfeld,TE,1.920,0.000,3.300,0.000,2014 NYJ,2014 NYJ,,,,,,,9,,NYJ,6,,2TM
,252,Zach Miller,TE,41.897,0.000,9.300,0.000,2013 SEA,2014 SEA,92.36,0.000,Chi,,,,8,,SEA,69,,SEA
,697,Will Ta'ufo'ou,RB,1.600,0.000,2.800,0.000,2014 JAX,2014 JAX,,,,,,,8,,JAX,4,,JAX
,679,Dane Sanzenbacher,WR,1.760,0.000,3.000,0.000,2014 CIN,2014 CIN,,,,,,,8,,CIN,6,,CIN
,562,Santonio Holmes,WR,5.280,0.000,7.300,0.000,2013 NYJ,2014 CHI,,,,,,,7,,CHI,52,,NYJ
,700,Erik Lorig,RB,1.520,0.000,2.600,0.000,2014 NOR,2014 NOR,,,,,,,7,,NOR,5,,TAM
,548,Greg Little,WR,5.840,0.000,8.000,0.000,2013 CLE,2014 CIN,,,,,,,7,,CIN,59,,CLE
,555,Mike Brown,WR,5.520,0.000,7.600,0.000,2013 JAX,2014 JAX,,,,,,,7,,JAX,55,,JAX
,719,Justin Brown,WR,1.120,0.000,2.100,0.000,2014 PIT,2014 PIT,,,,,,,7,,PIT,,,
,720,Logan Thomas,QB,1.120,0.000,2.100,0.000,2014 ARI,2014 ARI,,,,,,,7,,ARI,,,
,724,Michael Palmer,TE,1.040,0.000,1.900,0.000,2014 PIT,2014 PIT,,,,,,,6,,PIT,1,,PIT
,646,Brandon Bostick,TE,2.400,0.000,3.600,0.000,2013 GNB,2014 GNB,,,,,,,6,,GNB,18,,GNB
,600,Kevin Ogletree,WR,3.920,0.000,5.400,0.000,2013 2TM,2014 NYG,,,,,,,5,,NYG,39,,2TM
,553,Kris Durham,WR,5.680,0.000,7.600,0.000,2013 DET,2014 TEN,,,,,,,5,,TEN,61,,DET
,671,Jeff Maehl,WR,1.840,0.000,2.800,0.000,2013 PHI,2014 PHI,,,,,,,5,,PHI,13,,PHI
,670,James Develin,RB,1.840,0.000,2.800,0.000,2013 NWE,2014 NWE,,,,,,,5,,NWE,13,,NWE
,572,Jerrel Jernigan,WR,5.040,0.000,6.700,0.000,2013 NYG,2014 NYG,,,,,,,4,,NYG,55,,NYG
,559,Ace Sanders,WR,5.440,0.000,7.200,0.000,2013 JAX,2014 JAX,,,,,,,4,,JAX,60,,JAX
,718,Michael Cox,RB,1.120,0.000,1.800,0.000,2013 NYG,2014 NYG,,,,,,,4,,NYG,6,,NYG
,756,Connor Shaw,QB,0.640,0.000,1.200,0.000,2014 CLE,2014 CLE,,,,,,,4,,CLE,,,
,680,Alfonso Smith,RB,1.760,0.000,2.500,0.000,2013 ARI,2014 SFO,,,,,,,3,,SFO,16,,ARI
,712,Ryan Broyles,WR,1.200,0.000,1.800,0.000,2013 DET,2014 DET,,,,,,,3,,DET,9,,DET
,681,DeVier Posey,WR,1.760,0.000,2.500,0.000,2013 HOU,2014 HOU,,,,,,,3,,HOU,16,,HOU
,560,Mike James,RB,5.386,0.000,4.700,0.000,2013 TAM,2014 TAM,4.91,0.000,TB,,,,3,,TAM,38,,TAM
,622,Brian Leonard,RB,3.200,0.000,4.200,0.000,2013 TAM,2014 NOR,,,,,,,2,,NOR,36,,TAM
,755,Kevin Brock,TE,0.640,0.000,1.000,0.000,2013 2TM,2014 CIN,,,,,,,2,,CIN,4,,2TM
,735,Taylor Thompson,TE,0.880,0.000,1.300,0.000,2013 TEN,2014 TEN,,,,,,,2,,TEN,7,,TEN
,519,Jarrett Boykin,WR,7.200,0.000,9.200,0.000,2013 GNB,2014 GNB,,,,,,,2,,GNB,86,,GNB
,736,Jeremy Stewart,RB,0.880,0.000,1.300,0.000,2013 OAK,2014 DEN,,,,,,,2,,DEN,7,,OAK
,721,Matt Simms,QB,1.120,0.000,1.600,0.000,2013 NYJ,2014 NYJ,,,,,,,2,,NYJ,10,,NYJ
,796,Kiero Small,,0.320,0.000,0.600,0.000,2014 2TM,2014 2TM,,,,,,,2,,2TM,,,
,797,Gator Hoskins,TE,0.320,0.000,0.600,0.000,2014 2TM,2014 2TM,,,,,,,2,,2TM,,,
,798,Ray Agnew,RB,0.320,0.000,0.600,0.000,2014 CLE,2014 CLE,,,,,,,2,,CLE,,,
,799,Solomon Patton,WR,0.320,0.000,0.600,0.000,2014 2TM,2014 2TM,,,,,,,2,,2TM,,,
,795,Josh Harris,RB,0.320,0.000,0.600,0.000,2014 PIT,2014 PIT,,,,,,,2,,PIT,,,
,484,Jason Campbell,QB,9.360,0.000,11.800,0.000,2013 CLE,2014 CIN,,,,,,,1,,CIN,115,,CLE
,738,Josh Cribbs,WR,0.800,0.000,1.100,0.000,2013 NYJ,2014 IND,,,,,,,1,,IND,8,,NYJ
,826,Courtney Roby,WR,0.160,0.000,0.300,0.000,2014 ATL,2014 ATL,,,,,,,1,,ATL,,,
,771,Brad Smith,WR,0.400,0.000,0.600,0.000,2013 2TM,2014 PHI,,,,,,,1,,PHI,3,,2TM
,824,Micheal Spurlock,WR,0.160,0.000,0.300,0.000,2014 CHI,2014 CHI,,,,,,,1,,CHI,,,2TM
,705,Damian Williams,WR,1.440,0.000,1.900,0.000,2013 TEN,2014 2TM,,,,,,,1,,2TM,16,,TEN
,597,Aldrick Robinson,WR,4.000,0.000,5.100,0.000,2013 WAS,2014 2TM,,,,,,,1,,2TM,48,,WAS
,823,David Ausberry,TE,0.160,0.000,0.300,0.000,2014 OAK,2014 OAK,,,,,,,1,,OAK,,,
,814,Henry Hynoski,RB,0.240,0.000,0.400,0.000,2014 NYG,2014 NYG,,,,,,,1,,NYG,1,,NYG
,825,Tavarres King,WR,0.160,0.000,0.300,0.000,2014 2TM,2014 2TM,,,,,,,1,,2TM,,,
,766,Tony Fiammetta,,0.480,0.000,0.600,0.000,2013 CHI,2014 CHI,,,,,,,,,CHI,6,,CHI
,845,Bruce Gradkowski,QB,0.000,0.000,0.000,0.000,2014 PIT,2014 PIT,,,,,,,,,PIT,,,
,846,Elbert Mack,,0.000,0.000,0.000,0.000,2014 HOU,2014 HOU,,,,,,,,,HOU,,,HOU
,821,Kassim Osgood,,0.160,0.000,0.200,0.000,2013 SFO,2014 SFO,,,,,,,,,SFO,2,,SFO
,848,Montell Owens,,0.000,0.000,0.000,0.000,2014 2TM,2014 2TM,,,,,,,,,2TM,,,DET
,849,Jordan Palmer,QB,0.000,0.000,0.000,0.000,2014 TEN,2014 TEN,,,,,,,,,TEN,,,
,850,Jalen Parmele,RB,0.000,0.000,0.000,0.000,2014 ARI,2014 ARI,,,,,,,,,ARI,,,
,851,George Wilson,,0.000,0.000,0.000,0.000,2014 TEN,2014 TEN,,,,,,,,,TEN,,,TEN
,802,Ryan Taylor,,0.240,0.000,0.300,0.000,2013 GNB,2014 3TM,,,,,,,,,3TM,3,,GNB
,770,Weslye Saunders,,0.400,0.000,0.500,0.000,2013 IND,2014 IND,,,,,,,,,IND,5,,IND
,734,Phillip Tanner,,0.880,0.000,1.100,0.000,2013 DAL,2014 2TM,,,,,,,,,2TM,11,,DAL
,855,Evan Rodriguez,,0.000,0.000,0.000,0.000,2014 TAM,2014 TAM,,,,,,,,,TAM,,,BUF
,856,Tommy Streeter,,0.000,0.000,0.000,0.000,2014 JAX,2014 JAX,,,,,,,,,JAX,,,
,633,Edwin Baker,RB,2.800,0.000,3.500,0.000,2013 3TM,2014 NOR,,,,,,,,,NOR,35,,3TM
,801,Dominique Jones,,0.240,0.000,0.300,0.000,2013 2TM,2014 DEN,,,,,,,,,DEN,3,,2TM
,859,LaRon Byrd,,0.000,0.000,0.000,0.000,2014 2TM,2014 2TM,,,,,,,,,2TM,,,
,860,Gerrell Robinson,,0.000,0.000,0.000,0.000,2014 2TM,2014 2TM,,,,,,,,,2TM,,,
,861,De'Andre Presley,WR,0.000,0.000,0.000,0.000,2014 CAR,2014 CAR,,,,,,,,,CAR,,,
,862,Phil Bates,,0.000,0.000,0.000,0.000,2014 2TM,2014 2TM,,,,,,,,,2TM,,,
,827,Matt Barkley,QB,0.160,0.000,0.200,0.000,2013 PHI,2014 PHI,,,,,,,,,PHI,2,,PHI
,864,Cobi Hamilton,,0.000,0.000,0.000,0.000,2014 2TM,2014 2TM,,,,,,,,,2TM,,,
,726,Josh Boyce,,0.960,0.000,1.200,0.000,2013 NWE,2014 NWE,,,,,,,,,NWE,12,,NWE
,866,Rodney Smith,,0.000,0.000,0.000,0.000,2014 2TM,2014 2TM,,,,,,,,,2TM,,,MIN
,867,Onterio McCalebb,,0.000,0.000,0.000,0.000,2014 CIN,2014 CIN,,,,,,,,,CIN,,,
,868,Kevin Dorsey,WR,0.000,0.000,0.000,0.000,2014 GNB,2014 GNB,,,,,,,,,GNB,,,
,869,Keavon Milton,,0.000,0.000,0.000,0.000,2014 SEA,2014 SEA,,,,,,,,,SEA,,,CLE
,772,Michael Hill,,0.400,0.000,0.500,0.000,2013 2TM,2014 3TM,,,,,,,,,3TM,5,,2TM
,871,Chris Pantale,,0.000,0.000,0.000,0.000,2014 NYJ,2014 NYJ,,,,,,,,,NYJ,,,
,872,Julian Talley,,0.000,0.000,0.000,0.000,2014 NYG,2014 NYG,,,,,,,,,NYG,,,NYG
,873,Alex Bayer,,0.000,0.000,0.000,0.000,2014 STL,2014 STL,,,,,,,,,STL,,,
,874,Tom Savage,QB,0.000,0.000,0.000,0.000,2014 HOU,2014 HOU,,,,,,,,,HOU,,,
,875,Senorise Perry,RB,0.000,0.000,0.000,0.000,2014 CHI,2014 CHI,,,,,,,,,CHI,,,
,876,Jerome Smith,,0.000,0.000,0.000,0.000,2014 ATL,2014 ATL,,,,,,,,,ATL,,,
,877,Blake Annen,,0.000,0.000,0.000,0.000,2014 CHI,2014 CHI,,,,,,,,,CHI,,,
,878,Freddie Martino,,0.000,0.000,0.000,0.000,2014 ATL,2014 ATL,,,,,,,,,ATL,,,
,879,Jordan Thompson,,0.000,0.000,0.000,0.000,2014 DET,2014 DET,,,,,,,,,DET,,,
,880,Rashaun Allen,,0.000,0.000,0.000,0.000,2014 SEA,2014 SEA,,,,,,,,,SEA,,,
,918,Chris Williams,WR,-0.160,0.000,-0.300,0.000,2014 CHI,2014 CHI,,,,,,,-1,,CHI,,,
,919,Jalen Saunders,WR,-0.160,0.000,-0.300,0.000,2014 4TM,2014 4TM,,,,,,,-1,,4TM,,,
,920,Pat O'Donnell,WR,-0.160,0.000,-0.300,0.000,2014 CHI,2014 CHI,,,,,,,-1,,CHI,,,
,544,Matt Flynn,QB,5.920,0.000,7.200,0.000,2013 3TM,2014 GNB,,,,,,,-2,,GNB,78,,3TM
,926,Tauren Poole,RB,-0.320,0.000,-0.600,0.000,2014 3TM,2014 3TM,,,,,,,-2,,3TM,,,
,927,Isaiah Burse,,-0.320,0.000,-0.600,0.000,2014 DEN,2014 DEN,,,,,,,-2,,DEN,,,
,114,Tony Gonzalez,TE,10.880,3.440,13.600,4.300,2013 ATL,2013 ATL,,,,,,,,,,136,43,ATL
,468,Rashard Mendenhall,RB,10.080,0.000,12.600,0.000,2013 ARI,2013 ARI,,,,,,,,,,126,,ARI
,475,Ray Rice,RB,9.600,0.000,12.000,0.000,2013 BAL,2013 BAL,,,,,,,,,,120,,BAL
,485,BenJarvus Green-Ellis,RB,9.280,0.000,11.600,0.000,2013 CIN,2013 CIN,,,,,,,,,,116,,CIN
,545,Andre Brown,RB,5.920,0.000,7.400,0.000,2013 NYG,2013 NYG,,,,,,,,,,74,,NYG
,558,Tiquan Underwood,WR,5.440,0.000,6.800,0.000,2013 TAM,2013 TAM,,,,,,,,,,68,,TAM
,574,Jason Snelling,RB,4.960,0.000,6.200,0.000,2013 ATL,2013 ATL,,,,,,,,,,62,,ATL
,578,Thaddeus Lewis,QB,4.720,0.000,5.900,0.000,2013 BUF,2013 BUF,,,,,,,,,,59,,BUF
,591,Dallas Clark,TE,4.160,0.000,5.200,0.000,2013 BAL,2013 BAL,,,,,,,,,,52,,BAL
,593,Nate Burleson,WR,4.080,0.000,5.100,0.000,2013 DET,2013 DET,,,,,,,,,,51,,DET
,592,Kellen Winslow,TE,4.080,0.000,5.100,0.000,2013 NYJ,2013 NYJ,,,,,,,,,,51,,NYJ
,598,Earl Bennett,WR,4.000,0.000,5.000,0.000,2013 CHI,2013 CHI,,,,,,,,,,50,,CHI
,595,Willis McGahee,RB,4.000,0.000,5.000,0.000,2013 CLE,2013 CLE,,,,,,,,,,50,,CLE
,601,Michael Bush,RB,3.920,0.000,4.900,0.000,2013 CHI,2013 CHI,,,,,,,,,,49,,CHI
,599,Justin Blackmon,WR,3.920,0.000,4.900,0.000,2013 JAX,2013 JAX,,,,,,,,,,49,,JAX
,604,Davone Bess,WR,3.840,0.000,4.800,0.000,2013 CLE,2013 CLE,,,,,,,,,,48,,CLE
,602,Jermichael Finley,TE,3.840,0.000,4.800,0.000,2013 GNB,2013 GNB,,,,,,,,,,48,,GNB
,607,Brandon Jacobs,RB,3.760,0.000,4.700,0.000,2013 NYG,2013 NYG,,,,,,,,,,47,,NYG
,619,Sean McGrath,TE,3.360,0.000,4.200,0.000,2013 KAN,2013 KAN,,,,,,,,,,42,,KAN
,624,Sidney Rice,WR,3.120,0.000,3.900,0.000,2013 SEA,2013 SEA,,,,,,,,,,39,,SEA
,626,Stephen Hill,WR,3.040,0.000,3.800,0.000,2013 NYJ,2013 NYJ,,,,,,,,,,38,,NYJ
,634,Drew Davis,WR,2.720,0.000,3.400,0.000,2013 ATL,2013 ATL,,,,,,,,,,34,,ATL
,635,Daryl Richardson,RB,2.720,0.000,3.400,0.000,2013 STL,2013 STL,,,,,,,,,,34,,STL
,642,Da'Rick Rogers,WR,2.480,0.000,3.100,0.000,2013 IND,2013 IND,,,,,,,,,,31,,IND
,650,Tandon Doss,WR,2.320,0.000,2.900,0.000,2013 BAL,2013 BAL,,,,,,,,,,29,,BAL
,648,Kerry Taylor,WR,2.320,0.000,2.900,0.000,2013 2TM,2013 2TM,,,,,,,,,,29,,2TM
,656,LaVon Brazill,WR,2.240,0.000,2.800,0.000,2013 IND,2013 IND,,,,,,,,,,28,,IND
,661,Darius Johnson,WR,2.000,0.000,2.500,0.000,2013 ATL,2013 ATL,,,,,,,,,,25,,ATL
,672,Felix Jones,RB,1.840,0.000,2.300,0.000,2013 PIT,2013 PIT,,,,,,,,,,23,,PIT
,669,Dennis Johnson,RB,1.840,0.000,2.300,0.000,2013 2TM,2013 2TM,,,,,,,,,,23,,2TM
,694,Jake Ballard,TE,1.600,0.000,2.000,0.000,2013 ARI,2013 ARI,,,,,,,,,,20,,ARI
,695,Stanley Havili,RB,1.600,0.000,2.000,0.000,2013 IND,2013 IND,,,,,,,,,,20,,IND
